MAS: Financial Database - Domestic Interest Rates,,,,
,,,,
Domestic Interest Rates (Daily),,,,
Jan 1990 to Aug 2024,,,,
,,,,
,,,,
End of Period / SORA Value Date,,,Interbank Overnight,SF Deposit Rate
,Mar,02,-,0.5
,,03,-,0.38
,,04,-,0.38
,,05,-,0.24
,,06,-,0.3
,,09,-,0.47
,,10,-,0.17
,,11,-,0.09
,,12,-,0.02
,,13,-,0.01
,,16,-,0
,,17,-,0.09
,,18,-,0.14
,,19,-,0.11
,,20,-,0.07
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,30,-,0
,,31,-,0
,Apr,01,-,0
,,02,-,0
,,03,-,0
,,06,-,0
,,07,-,0
,,08,-,0.21
,,09,-,0.1
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,May,04,-,0
,,05,-,0
,,06,-,0
,,08,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,Jun,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,05,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,29,-,0
,,30,-,0.1
,Jul,01,-,0
,,02,-,0
,,03,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,Aug,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,31,-,0
,Sep,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,Oct,01,-,0
,,02,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,Nov,02,-,0
,,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,30,-,0
,Dec,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,28,-,0
,,29,-,0
,,30,-,0.13
,,31,-,0.76
2021,Jan,04,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,Feb,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,05,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,Mar,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,05,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,29,-,0
,,30,-,0
,,31,-,0
,Apr,01,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,May,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,14,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,24,-,0
,,25,-,0
,,27,-,0
,,28,-,0
,,31,-,0
,Jun,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,Jul,01,-,0
,,02,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,19,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,Aug,02,-,0
,,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,30,-,0
,,31,-,0
,Sep,01,-,0
,,02,-,0
,,03,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,Oct,01,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,Nov,01,-,0
,,02,-,0
,,03,-,0
,,05,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,29,-,0
,,30,-,0
,Dec,01,-,0
,,02,-,0
,,03,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,,31,-,0
2022,Jan,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,31,-,0
,Feb,03,-,0
,,04,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0.03
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0.38
,,28,-,0
,Mar,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,21,-,0
,,22,-,0.14
,,23,-,0.23
,,24,-,0.29
,,25,-,0.32
,,28,-,0.27
,,29,-,0.18
,,30,-,0.13
,,31,-,0.3
,Apr,01,-,0.2
,,04,-,0.11
,,05,-,0.08
,,06,-,0
,,07,-,0
,,08,-,0.01
,,11,-,0
,,12,-,0
,,13,-,0.02
,,14,-,0.01
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,25,-,0
,,26,-,0.21
,,27,-,0.22
,,28,-,0.24
,,29,-,0.2
,May,04,-,0.19
,,05,-,0.45
,,06,-,0.67
,,09,-,0.59
,,10,-,0.66
,,11,-,0.57
,,12,-,0.57
,,13,-,1.04
,,17,-,0.55
,,18,-,0.54
,,19,-,0.65
,,20,-,0.82
,,23,-,0.66
,,24,-,0.6
,,25,-,0.52
,,26,-,0.54
,,27,-,0.62
,,30,-,0.51
,,31,-,0.47
,Jun,01,-,0.12
,,02,-,0.23
,,03,-,0.28
,,06,-,0.26
,,07,-,0.28
,,08,-,0.32
,,09,-,0.35
,,10,-,0.39
,,13,-,0.47
,,14,-,0.38
,,15,-,0.37
,,16,-,0.65
,,17,-,0.99
,,20,-,1.19
,,21,-,1.44
,,22,-,1.57
,,23,-,1.8
,,24,-,1.97
,,27,-,2.03
,,28,-,2.13
,,29,-,2.2
,,30,-,2.06
,Jul,01,-,1.94
,,04,-,1.73
,,05,-,1.83
,,06,-,1.89
,,07,-,2
,,08,-,1.84
,,12,-,1.83
,,13,-,1.89
,,14,-,1.87
,,15,-,1.86
,,18,-,1.83
,,19,-,1.83
,,20,-,1.73
,,21,-,1.68
,,22,-,1.53
,,25,-,1.49
,,26,-,1.43
,,27,-,1.37
,,28,-,1.8
,,29,-,1.98
,Aug,01,-,1.72
,,02,-,1.66
,,03,-,1.37
,,04,-,1.35
,,05,-,1.75
,,08,-,1.68
,,10,-,1.35
,,11,-,1.58
,,12,-,1.79
,,15,-,1.77
,,16,-,1.81
,,17,-,1.85
,,18,-,1.88
,,19,-,1.98
,,22,-,2.04
,,23,-,2.01
,,24,-,1.99
,,25,-,1.77
,,26,-,1.85
,,29,-,1.88
,,30,-,2.03
,,31,-,2.15
,Sep,01,-,2.05
,,02,-,2.12
,,05,-,2.09
,,06,-,2.04
,,07,-,2.03
,,08,-,2.03
,,09,-,2.04
,,12,-,2.04
,,13,-,2.04
,,14,-,1.85
,,15,-,1.7
,,16,-,1.73
,,19,-,1.72
,,20,-,1.62
,,21,-,1.58
,,22,-,1.86
,,23,-,2.27
,,26,-,2.68
,,27,-,3.25
,,28,-,3.78
,,29,-,4.2
,,30,-,4.69
,Oct,03,-,3.65
,,04,-,3.53
,,05,-,3.3
,,06,-,3.12
,,07,-,3.28
,,10,-,3.12
,,11,-,3.16
,,12,-,2.91
,,13,-,3.24
,,14,-,3.19
,,17,-,2.96
,,18,-,2.86
,,19,-,2.82
,,20,-,2.9
,,21,-,3.11
,,25,-,2.79
,,26,-,2.66
,,27,-,2.59
,,28,-,2.59
,,31,-,2.6
,Nov,01,-,2.57
,,02,-,2.5
,,03,-,2.4
,,04,-,2.7
,,07,-,2.8
,,08,-,2.89
,,09,-,2.96
,,10,-,3.26
,,11,-,3.36
,,14,-,3.03
,,15,-,3.09
,,16,-,3.05
,,17,-,3.13
,,18,-,3.37
,,21,-,3.72
,,22,-,3.78
,,23,-,3.78
,,24,-,3.81
,,25,-,3.89
,,28,-,3.77
,,29,-,3.82
,,30,-,3.74
,Dec,01,-,3.75
,,02,-,3.84
,,05,-,3.83
,,06,-,3.75
,,07,-,3.54
,,08,-,3.27
,,09,-,3.17
,,12,-,2.62
,,13,-,2.26
,,14,-,1.62
,,15,-,2.06
,,16,-,2.21
,,19,-,1.77
,,20,-,1.83
,,21,-,1.66
,,22,-,1.77
,,23,-,2.89
,,27,-,2.23
,,28,-,2.13
,,29,-,2.06
,,30,-,2.87
2023,Jan,03,-,2.71
,,04,-,3.05
,,05,-,3.14
,,06,-,3.47
,,09,-,3.68
,,10,-,3.85
,,11,-,3.63
,,12,-,3.88
,,13,-,3.82
,,16,-,3.85
,,17,-,3.85
,,18,-,3.89
,,19,-,3.78
,,20,-,3.89
,,25,-,3.69
,,26,-,3.68
,,27,-,3.66
,,30,-,3.63
,,31,-,3.64
,Feb,01,-,3.54
,,02,-,3.52
,,03,-,3.51
,,06,-,3.49
,,07,-,3.41
,,08,-,3.35
,,09,-,3.38
,,10,-,3.72
,,13,-,3.61
,,14,-,3.58
,,15,-,3.53
,,16,-,3.55
,,17,-,3.66
,,20,-,3.64
,,21,-,3.57
,,22,-,3.47
,,23,-,3.5
,,24,-,3.75
,,27,-,3.58
,,28,-,3.57
,Mar,01,-,3.52
,,02,-,3.66
,,03,-,3.64
,,06,-,3.57
,,07,-,3.57
,,08,-,3.54
,,09,-,3.55
,,10,-,3.6
,,13,-,3.67
,,14,-,3.69
,,15,-,3.3
,,16,-,3.51
,,17,-,3.66
,,20,-,3.67
,,21,-,3.94
,,22,-,3.74
,,23,-,3.99
,,24,-,3.71
,,27,-,3.55
,,28,-,3.57
,,29,-,3.71
,,30,-,3.61
,,31,-,3.56
,Apr,03,-,3.62
,,04,-,3.62
,,05,-,3.54
,,06,-,3.48
,,10,-,3.29
,,11,-,3.25
,,12,-,3.33
,,13,-,3.35
,,14,-,3.41
,,17,-,3.36
,,18,-,3.4
,,19,-,3.42
,,20,-,3.46
,,21,-,3.85
,,24,-,3.92
,,25,-,3.8
,,26,-,3.7
,,27,-,3.76
,,28,-,3.89
,May,02,-,3.68
,,03,-,3.55
,,04,-,3.48
,,05,-,3.4
,,08,-,3.35
,,09,-,3.4
,,10,-,3.48
,,11,-,3.36
,,12,-,3.33
,,15,-,3.35
,,16,-,3.32
,,17,-,3.38
,,18,-,3.54
,,19,-,3.52
,,22,-,3.54
,,23,-,3.5
,,24,-,3.44
,,25,-,3.44
,,26,-,3.41
,,29,-,3.47
,,30,-,3.46
,,31,-,3.51
,Jun,01,-,3.48
,,05,-,3.44
,,06,-,3.49
,,07,-,3.57
,,08,-,3.55
,,09,-,3.67
,,12,-,3.53
,,13,-,3.49
,,14,-,3.39
,,15,-,3.41
,,16,-,3.49
,,19,-,3.43
,,20,-,3.38
,,21,-,3.32
,,22,-,3.26
,,23,-,3.46
,,26,-,3.67
,,27,-,3.61
,,28,-,3.68
,,30,-,3.97
,Jul,03,-,3.8
,,04,-,3.72
,,05,-,3.67
,,06,-,3.6
,,07,-,3.56
,,10,-,3.52
,,11,-,3.49
,,12,-,3.42
,,13,-,3.35
,,14,-,3.36
,,17,-,3.34
,,18,-,3.32
,,19,-,3.28
,,20,-,3.3
,,21,-,3.38
,,24,-,3.3
,,25,-,3.27
,,26,-,3.17
,,27,-,3.15
,,28,-,3.18
,,31,-,3.27
,Aug,01,-,3.22
,,02,-,3.18
,,03,-,3.25
,,04,-,3.3
,,07,-,3.4
,,08,-,3.47
,,10,-,3.37
,,11,-,3.36
,,14,-,3.32
,,15,-,3.27
,,16,-,3.26
,,17,-,3.33
,,18,-,3.69
,,21,-,3.39
,,22,-,3.33
,,23,-,3.36
,,24,-,3.41
,,25,-,3.46
,,28,-,3.44
,,29,-,3.56
,,30,-,3.48
,,31,-,3.53
,Sep,04,-,3.49
,,05,-,3.41
,,06,-,3.51
,,07,-,3.43
,,08,-,3.59
,,11,-,3.53
,,12,-,3.49
,,13,-,3.46
,,14,-,3.43
,,15,-,3.46
,,18,-,3.43
,,19,-,3.35
,,20,-,3.42
,,21,-,3.34
,,22,-,3.53
,,25,-,3.57
,,26,-,3.64
,,27,-,3.62
,,28,-,3.51
,,29,-,3.86
,Oct,02,-,3.59
,,03,-,3.51
,,04,-,3.48
,,05,-,3.58
,,06,-,3.64
,,09,-,3.59
,,10,-,3.59
,,11,-,3.59
,,12,-,3.58
,,13,-,3.63
,,16,-,3.55
,,17,-,3.54
,,18,-,3.52
,,19,-,3.5
,,20,-,3.58
,,23,-,3.55
,,24,-,3.5
,,25,-,3.48
,,26,-,3.48
,,27,-,3.46
,,30,-,3.49
,,31,-,3.49
,Nov,01,-,3.45
,,02,-,3.47
,,03,-,3.51
,,06,-,3.45
,,07,-,3.45
,,08,-,3.41
,,09,-,3.41
,,10,-,3.4
,,14,-,3.42
,,15,-,3.41
,,16,-,3.39
,,17,-,3.42
,,20,-,3.4
,,21,-,3.46
,,22,-,3.47
,,23,-,3.43
,,24,-,3.43
,,27,-,3.4
,,28,-,3.38
,,29,-,3.38
,,30,-,3.37
,Dec,01,-,3.39
,,04,-,3.39
,,05,-,3.52
,,06,-,3.5
,,07,-,3.51
,,08,-,3.48
,,11,-,3.63
,,12,-,3.67
,,13,-,3.72
,,14,-,3.63
,,15,-,3.5
,,18,-,3.44
,,19,-,3.39
,,20,-,3.33
,,21,-,3.21
,,22,-,3.18
,,26,-,3.21
,,27,-,3.2
,,28,-,3.13
,,29,-,4.05
2024,Jan,02,-,4.01
,,03,-,4.04
,,04,-,4.02
,,05,-,3.95
,,08,-,3.81
,,09,-,3.67
,,10,-,3.57
,,11,-,3.53
,,12,-,3.47
,,15,-,3.35
,,16,-,3.37
,,17,-,3.35
,,18,-,3.29
,,19,-,3.21
,,22,-,3.26
,,23,-,3.21
,,24,-,3.2
,,25,-,3.17
,,26,-,3.16
,,29,-,3.24
,,30,-,3.23
,,31,-,3.25
,Feb,01,-,3.27
,,02,-,3.21
,,05,-,3.26
,,06,-,3.3
,,07,-,3.3
,,08,-,3.24
,,09,-,3.26
,,13,-,3.32
,,14,-,3.35
,,15,-,3.36
,,16,-,3.41
,,19,-,3.53
,,20,-,3.56
,,21,-,3.45
,,22,-,3.5
,,23,-,3.48
,,26,-,3.53
,,27,-,3.56
,,28,-,3.55
,,29,-,3.54
,Mar,01,-,3.51
,,04,-,3.46
,,05,-,3.47
,,06,-,3.47
,,07,-,3.47
,,08,-,3.46
,,11,-,3.39
,,12,-,3.38
,,13,-,3.37
,,14,-,3.5
,,15,-,3.77
,,18,-,3.98
,,19,-,4.09
,,20,-,4.2
,,21,-,4.28
,,22,-,4.44
,,25,-,4.31
,,26,-,4.1
,,27,-,3.92
,,28,-,3.9
,Apr,01,-,3.56
,,02,-,3.52
,,03,-,3.51
,,04,-,3.49
,,05,-,3.45
,,08,-,3.35
,,09,-,3.44
,,11,-,3.46
,,12,-,3.44
,,15,-,3.43
,,16,-,3.4
,,17,-,3.38
,,18,-,3.36
,,19,-,3.41
,,22,-,3.36
,,23,-,3.36
,,24,-,3.33
,,25,-,3.31
,,26,-,3.31
,,29,-,3.34
,,30,-,3.41
,May,02,-,3.43
,,03,-,3.47
,,06,-,3.46
,,07,-,3.46
,,08,-,3.54
,,09,-,3.55
,,10,-,3.61
,,13,-,3.55
,,14,-,3.46
,,15,-,3.45
,,16,-,3.4
,,17,-,3.39
,,20,-,3.38
,,21,-,3.37
,,23,-,3.36
,,24,-,3.34
,,27,-,3.35
,,28,-,3.35
,,29,-,3.33
,,30,-,3.34
,,31,-,3.35
,Jun,03,-,3.41
,,04,-,3.57
,,05,-,3.53
,,06,-,3.45
,,07,-,3.47
,,10,-,3.41
,,11,-,3.37
,,12,-,3.33
,,13,-,3.31
,,14,-,3.36
,,18,-,3.35
,,19,-,3.37
,,20,-,3.36
,,21,-,3.35
,,24,-,3.36
,,25,-,3.33
,,26,-,3.29
,,27,-,3.26
,,28,-,3.4
,Jul,01,-,3.4
,,02,-,3.4
,,03,-,3.38
,,04,-,3.41
,,05,-,3.4
,,08,-,3.41
,,09,-,3.42
,,10,-,3.43
,,11,-,3.44
,,12,-,3.44
,,15,-,3.45
,,16,-,3.42
,,17,-,3.43
,,18,-,3.43
,,19,-,3.43
,,22,-,3.42
,,23,-,3.42
,,24,-,3.41
,,25,-,3.41
,,26,-,3.4
,,29,-,3.4
,,30,-,3.39
,,31,-,3.41
,Aug,01,-,3.51
,,02,-,3.51
,,05,-,3.48
,,06,-,3.5
,,07,-,3.5
,,08,-,3.49
,,12,-,3.46
,,13,-,3.44
,,14,-,3.4
,,15,-,3.35
,,16,-,3.3
,,19,-,3.28
,,20,-,3.22
,,21,-,3.1
,,22,-,3.07
,,23,-,3.16
